"No.","Leftover Capture Data","Length","Source Port","Destination Port","Time","Source","Destination","Protocol","Info"
"1819","00040100","31","0x00000001","0xffffffff","37.580466","1.3.1","host","USB","URB_INTERRUPT in"
"1820","00030000","31","0x00000001","0xffffffff","37.596066","1.3.1","host","USB","URB_INTERRUPT in"
"1821","00030200","31","0x00000001","0xffffffff","37.596066","1.3.1","host","USB","URB_INTERRUPT in"
"1822","00040100","31","0x00000001","0xffffffff","37.611666","1.3.1","host","USB","URB_INTERRUPT in"
"1823","00010000","31","0x00000001","0xffffffff","37.611666","1.3.1","host","USB","URB_INTERRUPT in"
"1824","00030000","31","0x00000001","0xffffffff","37.627266","1.3.1","host","USB","URB_INTERRUPT in"
"1825","00010000","31","0x00000001","0xffffffff","37.627266","1.3.1","host","USB","URB_INTERRUPT in"
"1826","00010000","31","0x00000001","0xffffffff","37.642866","1.3.1","host","USB","URB_INTERRUPT in"
"1827","00030000","31","0x00000001","0xffffffff","37.658466","1.3.1","host","USB","URB_INTERRUPT in"
"1828","00010000","31","0x00000001","0xffffffff","37.674066","1.3.1","host","USB","URB_INTERRUPT in"
"1829","0003ff00","31","0x00000001","0xffffffff","37.689666","1.3.1","host","USB","URB_INTERRUPT in"
"1830","0002fe00","31","0x00000001","0xffffffff","37.689666","1.3.1","host","USB","URB_INTERRUPT in"
"1831","0002fd00","31","0x00000001","0xffffffff","37.705266","1.3.1","host","USB","URB_INTERRUPT in"
"1832","0003fd00","31","0x00000001","0xffffffff","37.705266","1.3.1","host","USB","URB_INTERRUPT in"
"1833","0005f900","31","0x00000001","0xffffffff","37.720866","1.3.1","host","USB","URB_INTERRUPT in"
"1834","0004fa00","31","0x00000001","0xffffffff","37.720866","1.3.1","host","USB","URB_INTERRUPT in"
"1835","0005f900","31","0x00000001","0xffffffff","37.736466","1.3.1","host","USB","URB_INTERRUPT in"
"1836","0005f600","31","0x00000001","0xffffffff","37.736466","1.3.1","host","USB","URB_INTERRUPT in"
"1837","0003f700","31","0x00000001","0xffffffff","37.752066","1.3.1","host","USB","URB_INTERRUPT in"
"1838","0003fa00","31","0x00000001","0xffffffff","37.752066","1.3.1","host","USB","URB_INTERRUPT in"
"1839","0002f800","31","0x00000001","0xffffffff","37.767666","1.3.1","host","USB","URB_INTERRUPT in"
"1840","0001f600","31","0x00000001","0xffffffff","37.767666","1.3.1","host","USB","URB_INTERRUPT in"
"1841","0002fa00","31","0x00000001","0xffffffff","37.783266","1.3.1","host","USB","URB_INTERRUPT in"
"1842","0001fb00","31","0x00000001","0xffffffff","37.783266","1.3.1","host","USB","URB_INTERRUPT in"
"1843","0000fd00","31","0x00000001","0xffffffff","37.798866","1.3.1","host","USB","URB_INTERRUPT in"
"1844","0001fe00","31","0x00000001","0xffffffff","37.798866","1.3.1","host","USB","URB_INTERRUPT in"
"1845","0000fe00","31","0x00000001","0xffffffff","37.814466","1.3.1","host","USB","URB_INTERRUPT in"
"1846","0002fe00","31","0x00000001","0xffffffff","37.814466","1.3.1","host","USB","URB_INTERRUPT in"
"1847","0000fd00","31","0x00000001","0xffffffff","37.830066","1.3.1","host","USB","URB_INTERRUPT in"
"1848","0000ff00","31","0x00000001","0xffffffff","37.845666","1.3.1","host","USB","URB_INTERRUPT in"
"1849","0000ff00","31","0x00000001","0xffffffff","37.861266","1.3.1","host","USB","URB_INTERRUPT in"
"1850","0000ff00","31","0x00000001","0xffffffff","37.861266","1.3.1","host","USB","URB_INTERRUPT in"
"1851","0000fe00","31","0x00000001","0xffffffff","37.876866","1.3.1","host","USB","URB_INTERRUPT in"
"1852","00ff0500","31","0x00000001","0xffffffff","37.954866","1.3.1","host","USB","URB_INTERRUPT in"
"1853","00fe0800","31","0x00000001","0xffffffff","37.954866","1.3.1","host","USB","URB_INTERRUPT in"
"1854","00000800","31","0x00000001","0xffffffff","37.970467","1.3.1","host","USB","URB_INTERRUPT in"
"1855","00000b00","31","0x00000001","0xffffffff","37.970467","1.3.1","host","USB","URB_INTERRUPT in"
"1856","00000c00","31","0x00000001","0xffffffff","37.986067","1.3.1","host","USB","URB_INTERRUPT in"
"1857","00fe0c00","31","0x00000001","0xffffffff","37.986067","1.3.1","host","USB","URB_INTERRUPT in"
"1858","00000d00","31","0x00000001","0xffffffff","38.001667","1.3.1","host","USB","URB_INTERRUPT in"
"1859","00000b00","31","0x00000001","0xffffffff","38.001667","1.3.1","host","USB","URB_INTERRUPT in"
"1860","00000b00","31","0x00000001","0xffffffff","38.017267","1.3.1","host","USB","URB_INTERRUPT in"
"1861","00000a00","31","0x00000001","0xffffffff","38.017267","1.3.1","host","USB","URB_INTERRUPT in"
"1862","00000a00","31","0x00000001","0xffffffff","38.032867","1.3.1","host","USB","URB_INTERRUPT in"
"1863","00000900","31","0x00000001","0xffffffff","38.032867","1.3.1","host","USB","URB_INTERRUPT in"
"1864","00000700","31","0x00000001","0xffffffff","38.048467","1.3.1","host","USB","URB_INTERRUPT in"
"1865","00000600","31","0x00000001","0xffffffff","38.048467","1.3.1","host","USB","URB_INTERRUPT in"
"1866","00000300","31","0x00000001","0xffffffff","38.064067","1.3.1","host","USB","URB_INTERRUPT in"
"1867","00000300","31","0x00000001","0xffffffff","38.064067","1.3.1","host","USB","URB_INTERRUPT in"
"1868","00000100","31","0x00000001","0xffffffff","38.079667","1.3.1","host","USB","URB_INTERRUPT in"
"1869","00ffff00","31","0x00000001","0xffffffff","38.142067","1.3.1","host","USB","URB_INTERRUPT in"
"1870","00fefd00","31","0x00000001","0xffffffff","38.157667","1.3.1","host","USB","URB_INTERRUPT in"
"1871","00fcfa00","31","0x00000001","0xffffffff","38.157667","1.3.1","host","USB","URB_INTERRUPT in"
"1872","00fcf900","31","0x00000001","0xffffffff","38.173267","1.3.1","host","USB","URB_INTERRUPT in"
"1873","00fbf700","31","0x00000001","0xffffffff","38.173267","1.3.1","host","USB","URB_INTERRUPT in"
"1874","00f9f600","31","0x00000001","0xffffffff","38.188867","1.3.1","host","USB","URB_INTERRUPT in"
"1875","00f8f600","31","0x00000001","0xffffffff","38.188867","1.3.1","host","USB","URB_INTERRUPT in"
"1876","00faf700","31","0x00000001","0xffffffff","38.204467","1.3.1","host","USB","URB_INTERRUPT in"
"1877","00fbf700","31","0x00000001","0xffffffff","38.204467","1.3.1","host","USB","URB_INTERRUPT in"
"1878","00fdfa00","31","0x00000001","0xffffffff","38.220067","1.3.1","host","USB","URB_INTERRUPT in"
"1879","00fffc00","31","0x00000001","0xffffffff","38.220067","1.3.1","host","USB","URB_INTERRUPT in"
"1880","0000fd00","31","0x00000001","0xffffffff","38.235667","1.3.1","host","USB","URB_INTERRUPT in"
"1881","0000fd00","31","0x00000001","0xffffffff","38.235667","1.3.1","host","USB","URB_INTERRUPT in"
"1882","0000ff00","31","0x00000001","0xffffffff","38.251267","1.3.1","host","USB","URB_INTERRUPT in"
"1883","0001fe00","31","0x00000001","0xffffffff","38.251267","1.3.1","host","USB","URB_INTERRUPT in"
"1884","00010000","31","0x00000001","0xffffffff","38.251267","1.3.1","host","USB","URB_INTERRUPT in"
"1885","0004ff00","31","0x00000001","0xffffffff","38.266867","1.3.1","host","USB","URB_INTERRUPT in"
"1886","00020000","31","0x00000001","0xffffffff","38.266867","1.3.1","host","USB","URB_INTERRUPT in"
"1887","00050000","31","0x00000001","0xffffffff","38.282467","1.3.1","host","USB","URB_INTERRUPT in"
"1888","00040000","31","0x00000001","0xffffffff","38.282467","1.3.1","host","USB","URB_INTERRUPT in"
"1889","00060000","31","0x00000001","0xffffffff","38.298067","1.3.1","host","USB","URB_INTERRUPT in"
"1890","00050000","31","0x00000001","0xffffffff","38.298067","1.3.1","host","USB","URB_INTERRUPT in"
"1891","00080100","31","0x00000001","0xffffffff","38.313667","1.3.1","host","USB","URB_INTERRUPT in"
"1892","000a0300","31","0x00000001","0xffffffff","38.313667","1.3.1","host","USB","URB_INTERRUPT in"
"1893","000a0500","31","0x00000001","0xffffffff","38.329267","1.3.1","host","USB","URB_INTERRUPT in"
"1894","00080400","31","0x00000001","0xffffffff","38.329267","1.3.1","host","USB","URB_INTERRUPT in"
"1895","00080300","31","0x00000001","0xffffffff","38.344867","1.3.1","host","USB","URB_INTERRUPT in"
"1896","00080200","31","0x00000001","0xffffffff","38.344867","1.3.1","host","USB","URB_INTERRUPT in"
"1897","00070200","31","0x00000001","0xffffffff","38.360467","1.3.1","host","USB","URB_INTERRUPT in"
"1898","00050000","31","0x00000001","0xffffffff","38.360467","1.3.1","host","USB","URB_INTERRUPT in"
"1899","00040000","31","0x00000001","0xffffffff","38.376067","1.3.1","host","USB","URB_INTERRUPT in"
"1900","00040000","31","0x00000001","0xffffffff","38.376067","1.3.1","host","USB","URB_INTERRUPT in"
"1901","00020000","31","0x00000001","0xffffffff","38.391667","1.3.1","host","USB","URB_INTERRUPT in"
"1902","0003fd00","31","0x00000001","0xffffffff","38.391667","1.3.1","host","USB","URB_INTERRUPT in"
"1903","0002fe00","31","0x00000001","0xffffffff","38.407267","1.3.1","host","USB","URB_INTERRUPT in"
"1904","0004fc00","31","0x00000001","0xffffffff","38.407267","1.3.1","host","USB","URB_INTERRUPT in"
"1905","0002fe00","31","0x00000001","0xffffffff","38.422867","1.3.1","host","USB","URB_INTERRUPT in"
"1906","0003fc00","31","0x00000001","0xffffffff","38.422867","1.3.1","host","USB","URB_INTERRUPT in"
"1907","0002fd00","31","0x00000001","0xffffffff","38.438467","1.3.1","host","USB","URB_INTERRUPT in"
"1908","0004fa00","31","0x00000001","0xffffffff","38.438467","1.3.1","host","USB","URB_INTERRUPT in"
"1909","0001fc00","31","0x00000001","0xffffffff","38.454067","1.3.1","host","USB","URB_INTERRUPT in"
"1910","0004fb00","31","0x00000001","0xffffffff","38.454067","1.3.1","host","USB","URB_INTERRUPT in"
"1911","0002fb00","31","0x00000001","0xffffffff","38.469667","1.3.1","host","USB","URB_INTERRUPT in"
"1912","0002fa00","31","0x00000001","0xffffffff","38.469667","1.3.1","host","USB","URB_INTERRUPT in"
"1913","0003f900","31","0x00000001","0xffffffff","38.485267","1.3.1","host","USB","URB_INTERRUPT in"
"1914","0003f900","31","0x00000001","0xffffffff","38.485267","1.3.1","host","USB","URB_INTERRUPT in"
"1915","0002fa00","31","0x00000001","0xffffffff","38.500867","1.3.1","host","USB","URB_INTERRUPT in"
"1916","0003f800","31","0x00000001","0xffffffff","38.500867","1.3.1","host","USB","URB_INTERRUPT in"
"1917","0002fa00","31","0x00000001","0xffffffff","38.516467","1.3.1","host","USB","URB_INTERRUPT in"
"1918","0002f900","31","0x00000001","0xffffffff","38.516467","1.3.1","host","USB","URB_INTERRUPT in"
"1919","0002f900","31","0x00000001","0xffffffff","38.532068","1.3.1","host","USB","URB_INTERRUPT in"
"1920","0001fb00","31","0x00000001","0xffffffff","38.532068","1.3.1","host","USB","URB_INTERRUPT in"
"1921","0003fb00","31","0x00000001","0xffffffff","38.547668","1.3.1","host","USB","URB_INTERRUPT in"
"1922","0002fb00","31","0x00000001","0xffffffff","38.547668","1.3.1","host","USB","URB_INTERRUPT in"
"1923","0001fd00","31","0x00000001","0xffffffff","38.563268","1.3.1","host","USB","URB_INTERRUPT in"
"1924","0002fd00","31","0x00000001","0xffffffff","38.563268","1.3.1","host","USB","URB_INTERRUPT in"
"1925","0000ff00","31","0x00000001","0xffffffff","38.578868","1.3.1","host","USB","URB_INTERRUPT in"
"1926","0000fd00","31","0x00000001","0xffffffff","38.578868","1.3.1","host","USB","URB_INTERRUPT in"
"1927","0000ff00","31","0x00000001","0xffffffff","38.594468","1.3.1","host","USB","URB_INTERRUPT in"
"1928","00000100","31","0x00000001","0xffffffff","38.641268","1.3.1","host","USB","URB_INTERRUPT in"
"1929","00000600","31","0x00000001","0xffffffff","38.641268","1.3.1","host","USB","URB_INTERRUPT in"
"1930","00fe0a00","31","0x00000001","0xffffffff","38.641268","1.3.1","host","USB","URB_INTERRUPT in"
"1931","00ff0a00","31","0x00000001","0xffffffff","38.656868","1.3.1","host","USB","URB_INTERRUPT in"
"1932","00ff0e00","31","0x00000001","0xffffffff","38.656868","1.3.1","host","USB","URB_INTERRUPT in"
"1933","00000d00","31","0x00000001","0xffffffff","38.672468","1.3.1","host","USB","URB_INTERRUPT in"
"1934","00fe0e00","31","0x00000001","0xffffffff","38.672468","1.3.1","host","USB","URB_INTERRUPT in"
"1935","00fe0d00","31","0x00000001","0xffffffff","38.688068","1.3.1","host","USB","URB_INTERRUPT in"
"1936","00000d00","31","0x00000001","0xffffffff","38.688068","1.3.1","host","USB","URB_INTERRUPT in"
"1937","00000d00","31","0x00000001","0xffffffff","38.703668","1.3.1","host","USB","URB_INTERRUPT in"
"1938","00000c00","31","0x00000001","0xffffffff","38.703668","1.3.1","host","USB","URB_INTERRUPT in"
"1939","00000900","31","0x00000001","0xffffffff","38.719268","1.3.1","host","USB","URB_INTERRUPT in"
"1940","00000a00","31","0x00000001","0xffffffff","38.719268","1.3.1","host","USB","URB_INTERRUPT in"
"1941","00000a00","31","0x00000001","0xffffffff","38.734868","1.3.1","host","USB","URB_INTERRUPT in"
"1942","00040a00","31","0x00000001","0xffffffff","38.734868","1.3.1","host","USB","URB_INTERRUPT in"
"1943","00030700","31","0x00000001","0xffffffff","38.750468","1.3.1","host","USB","URB_INTERRUPT in"
"1944","00020500","31","0x00000001","0xffffffff","38.750468","1.3.1","host","USB","URB_INTERRUPT in"
"1945","00010300","31","0x00000001","0xffffffff","38.766068","1.3.1","host","USB","URB_INTERRUPT in"
"1946","0000fe00","31","0x00000001","0xffffffff","38.828468","1.3.1","host","USB","URB_INTERRUPT in"
"1947","0000fe00","31","0x00000001","0xffffffff","38.844068","1.3.1","host","USB","URB_INTERRUPT in"
"1948","0000fd00","31","0x00000001","0xffffffff","38.844068","1.3.1","host","USB","URB_INTERRUPT in"
"1949","0002fe00","31","0x00000001","0xffffffff","38.859668","1.3.1","host","USB","URB_INTERRUPT in"
"1950","0000fe00","31","0x00000001","0xffffffff","38.859668","1.3.1","host","USB","URB_INTERRUPT in"
"1951","0001fe00","31","0x00000001","0xffffffff","38.875268","1.3.1","host","USB","URB_INTERRUPT in"
"1952","0000ff00","31","0x00000001","0xffffffff","38.875268","1.3.1","host","USB","URB_INTERRUPT in"
"1953","0000fe00","31","0x00000001","0xffffffff","38.890868","1.3.1","host","USB","URB_INTERRUPT in"
"1954","0000ff00","31","0x00000001","0xffffffff","38.906468","1.3.1","host","USB","URB_INTERRUPT in"
"1955","0000ff00","31","0x00000001","0xffffffff","38.953268","1.3.1","host","USB","URB_INTERRUPT in"
"1956","0001fe00","31","0x00000001","0xffffffff","38.953268","1.3.1","host","USB","URB_INTERRUPT in"
"1957","0003fc00","31","0x00000001","0xffffffff","38.968868","1.3.1","host","USB","URB_INTERRUPT in"
"1958","0001fd00","31","0x00000001","0xffffffff","38.968868","1.3.1","host","USB","URB_INTERRUPT in"
"1959","0001fc00","31","0x00000001","0xffffffff","38.984468","1.3.1","host","USB","URB_INTERRUPT in"
"1960","0005fd00","31","0x00000001","0xffffffff","38.984468","1.3.1","host","USB","URB_INTERRUPT in"
"1961","0006f900","31","0x00000001","0xffffffff","38.984468","1.3.1","host","USB","URB_INTERRUPT in"
"1962","0007f700","31","0x00000001","0xffffffff","39.000068","1.3.1","host","USB","URB_INTERRUPT in"
"1963","0005f600","31","0x00000001","0xffffffff","39.000068","1.3.1","host","USB","URB_INTERRUPT in"
"1964","0007f600","31","0x00000001","0xffffffff","39.015668","1.3.1","host","USB","URB_INTERRUPT in"
"1965","0005f500","31","0x00000001","0xffffffff","39.015668","1.3.1","host","USB","URB_INTERRUPT in"
"1966","0006f500","31","0x00000001","0xffffffff","39.031268","1.3.1","host","USB","URB_INTERRUPT in"
"1967","0005f600","31","0x00000001","0xffffffff","39.031268","1.3.1","host","USB","URB_INTERRUPT in"
"1968","0006f500","31","0x00000001","0xffffffff","39.046868","1.3.1","host","USB","URB_INTERRUPT in"
"1969","0006f700","31","0x00000001","0xffffffff","39.046868","1.3.1","host","USB","URB_INTERRUPT in"
"1970","0007f600","31","0x00000001","0xffffffff","39.062468","1.3.1","host","USB","URB_INTERRUPT in"
"1971","0006f700","31","0x00000001","0xffffffff","39.062468","1.3.1","host","USB","URB_INTERRUPT in"
"1972","0006f800","31","0x00000001","0xffffffff","39.078068","1.3.1","host","USB","URB_INTERRUPT in"
"1973","0004fb00","31","0x00000001","0xffffffff","39.078068","1.3.1","host","USB","URB_INTERRUPT in"
"1974","0004fb00","31","0x00000001","0xffffffff","39.093668","1.3.1","host","USB","URB_INTERRUPT in"
"1975","0003fe00","31","0x00000001","0xffffffff","39.093668","1.3.1","host","USB","URB_INTERRUPT in"
"1976","0001ff00","31","0x00000001","0xffffffff","39.109269","1.3.1","host","USB","URB_INTERRUPT in"
"1977","00010000","31","0x00000001","0xffffffff","39.156069","1.3.1","host","USB","URB_INTERRUPT in"
"1978","00020300","31","0x00000001","0xffffffff","39.156069","1.3.1","host","USB","URB_INTERRUPT in"
"1979","00020300","31","0x00000001","0xffffffff","39.171669","1.3.1","host","USB","URB_INTERRUPT in"
"1980","00010900","31","0x00000001","0xffffffff","39.171669","1.3.1","host","USB","URB_INTERRUPT in"
"1981","00040c00","31","0x00000001","0xffffffff","39.187269","1.3.1","host","USB","URB_INTERRUPT in"
"1982","00040e00","31","0x00000001","0xffffffff","39.187269","1.3.1","host","USB","URB_INTERRUPT in"
"1983","00031400","31","0x00000001","0xffffffff","39.202869","1.3.1","host","USB","URB_INTERRUPT in"
"1984","00051100","31","0x00000001","0xffffffff","39.202869","1.3.1","host","USB","URB_INTERRUPT in"
"1985","00050f00","31","0x00000001","0xffffffff","39.218469","1.3.1","host","USB","URB_INTERRUPT in"
"1986","00051100","31","0x00000001","0xffffffff","39.218469","1.3.1","host","USB","URB_INTERRUPT in"
"1987","00040d00","31","0x00000001","0xffffffff","39.234069","1.3.1","host","USB","URB_INTERRUPT in"
"1988","00010d00","31","0x00000001","0xffffffff","39.234069","1.3.1","host","USB","URB_INTERRUPT in"
"1989","00020b00","31","0x00000001","0xffffffff","39.249669","1.3.1","host","USB","URB_INTERRUPT in"
"1990","00010900","31","0x00000001","0xffffffff","39.249669","1.3.1","host","USB","URB_INTERRUPT in"
"1991","00010600","31","0x00000001","0xffffffff","39.265269","1.3.1","host","USB","URB_INTERRUPT in"
"1992","00000400","31","0x00000001","0xffffffff","39.265269","1.3.1","host","USB","URB_INTERRUPT in"
"1993","00010400","31","0x00000001","0xffffffff","39.280869","1.3.1","host","USB","URB_INTERRUPT in"
"1994","00000200","31","0x00000001","0xffffffff","39.280869","1.3.1","host","USB","URB_INTERRUPT in"
"1995","00000200","31","0x00000001","0xffffffff","39.296469","1.3.1","host","USB","URB_INTERRUPT in"
"1996","00000100","31","0x00000001","0xffffffff","39.296469","1.3.1","host","USB","URB_INTERRUPT in"
"1997","00000200","31","0x00000001","0xffffffff","39.343269","1.3.1","host","USB","URB_INTERRUPT in"
"1998","00fcfb00","31","0x00000001","0xffffffff","39.343269","1.3.1","host","USB","URB_INTERRUPT in"
"1999","00f7fc00","31","0x00000001","0xffffffff","39.358869","1.3.1","host","USB","URB_INTERRUPT in"
"2000","00f9fd00","31","0x00000001","0xffffffff","39.358869","1.3.1","host","USB","URB_INTERRUPT in"
"2001","00f5fc00","31","0x00000001","0xffffffff","39.374469","1.3.1","host","USB","URB_INTERRUPT in"
"2002","00f6fa00","31","0x00000001","0xffffffff","39.374469","1.3.1","host","USB","URB_INTERRUPT in"
"2003","00f7fb00","31","0x00000001","0xffffffff","39.390069","1.3.1","host","USB","URB_INTERRUPT in"
"2004","00f7fa00","31","0x00000001","0xffffffff","39.390069","1.3.1","host","USB","URB_INTERRUPT in"
"2005","00f7fa00","31","0x00000001","0xffffffff","39.405669","1.3.1","host","USB","URB_INTERRUPT in"
"2006","00fbfc00","31","0x00000001","0xffffffff","39.405669","1.3.1","host","USB","URB_INTERRUPT in"
"2007","00f8fa00","31","0x00000001","0xffffffff","39.421269","1.3.1","host","USB","URB_INTERRUPT in"
"2008","00fbfb00","31","0x00000001","0xffffffff","39.421269","1.3.1","host","USB","URB_INTERRUPT in"
"2009","00fdfd00","31","0x00000001","0xffffffff","39.436869","1.3.1","host","USB","URB_INTERRUPT in"
"2010","00f9fb00","31","0x00000001","0xffffffff","39.436869","1.3.1","host","USB","URB_INTERRUPT in"
"2011","00fcfd00","31","0x00000001","0xffffffff","39.452469","1.3.1","host","USB","URB_INTERRUPT in"
"2012","00fcfe00","31","0x00000001","0xffffffff","39.452469","1.3.1","host","USB","URB_INTERRUPT in"
"2013","00ff0000","31","0x00000001","0xffffffff","39.468069","1.3.1","host","USB","URB_INTERRUPT in"
"2014","00ff0100","31","0x00000001","0xffffffff","39.483669","1.3.1","host","USB","URB_INTERRUPT in"
"2015","00000100","31","0x00000001","0xffffffff","39.499269","1.3.1","host","USB","URB_INTERRUPT in"
"2016","00010300","31","0x00000001","0xffffffff","39.499269","1.3.1","host","USB","URB_INTERRUPT in"
"2017","00010100","31","0x00000001","0xffffffff","39.530469","1.3.1","host","USB","URB_INTERRUPT in"
"2018","00020000","31","0x00000001","0xffffffff","39.530469","1.3.1","host","USB","URB_INTERRUPT in"
"2019","00040000","31","0x00000001","0xffffffff","39.546069","1.3.1","host","USB","URB_INTERRUPT in"
"2020","00040000","31","0x00000001","0xffffffff","39.546069","1.3.1","host","USB","URB_INTERRUPT in"
"2021","00020000","31","0x00000001","0xffffffff","39.561669","1.3.1","host","USB","URB_INTERRUPT in"
"2022","00030000","31","0x00000001","0xffffffff","39.577269","1.3.1","host","USB","URB_INTERRUPT in"
"2023","00030000","31","0x00000001","0xffffffff","39.577269","1.3.1","host","USB","URB_INTERRUPT in"
"2024","00070100","31","0x00000001","0xffffffff","39.592869","1.3.1","host","USB","URB_INTERRUPT in"
"2025","00070100","31","0x00000001","0xffffffff","39.592869","1.3.1","host","USB","URB_INTERRUPT in"
"2026","00090200","31","0x00000001","0xffffffff","39.608469","1.3.1","host","USB","URB_INTERRUPT in"
"2027","000a0100","31","0x00000001","0xffffffff","39.608469","1.3.1","host","USB","URB_INTERRUPT in"
"2028","000b0100","31","0x00000001","0xffffffff","39.624069","1.3.1","host","USB","URB_INTERRUPT in"
"2029","00090000","31","0x00000001","0xffffffff","39.624069","1.3.1","host","USB","URB_INTERRUPT in"
"2030","000a0000","31","0x00000001","0xffffffff","39.639669","1.3.1","host","USB","URB_INTERRUPT in"
"2031","00090100","31","0x00000001","0xffffffff","39.639669","1.3.1","host","USB","URB_INTERRUPT in"
"2032","000a0300","31","0x00000001","0xffffffff","39.655269","1.3.1","host","USB","URB_INTERRUPT in"
"2033","000a0100","31","0x00000001","0xffffffff","39.655269","1.3.1","host","USB","URB_INTERRUPT in"
"2034","000b0100","31","0x00000001","0xffffffff","39.670870","1.3.1","host","USB","URB_INTERRUPT in"
"2035","00090300","31","0x00000001","0xffffffff","39.670870","1.3.1","host","USB","URB_INTERRUPT in"
"2036","00080200","31","0x00000001","0xffffffff","39.686470","1.3.1","host","USB","URB_INTERRUPT in"
"2037","00060300","31","0x00000001","0xffffffff","39.686470","1.3.1","host","USB","URB_INTERRUPT in"
"2038","00040100","31","0x00000001","0xffffffff","39.686470","1.3.1","host","USB","URB_INTERRUPT in"
"2039","00020000","31","0x00000001","0xffffffff","39.702070","1.3.1","host","USB","URB_INTERRUPT in"
"2040","00ff0000","31","0x00000001","0xffffffff","39.811270","1.3.1","host","USB","URB_INTERRUPT in"
"2041","00fe0000","31","0x00000001","0xffffffff","39.826870","1.3.1","host","USB","URB_INTERRUPT in"
"2042","00fe0000","31","0x00000001","0xffffffff","39.826870","1.3.1","host","USB","URB_INTERRUPT in"
"2043","00fc0000","31","0x00000001","0xffffffff","39.842470","1.3.1","host","USB","URB_INTERRUPT in"
"2044","00fc0000","31","0x00000001","0xffffffff","39.842470","1.3.1","host","USB","URB_INTERRUPT in"
"2045","00fc0000","31","0x00000001","0xffffffff","39.858070","1.3.1","host","USB","URB_INTERRUPT in"
"2046","00fa0000","31","0x00000001","0xffffffff","39.858070","1.3.1","host","USB","URB_INTERRUPT in"
"2047","00f90000","31","0x00000001","0xffffffff","39.873670","1.3.1","host","USB","URB_INTERRUPT in"
"2048","00f8fe00","31","0x00000001","0xffffffff","39.873670","1.3.1","host","USB","URB_INTERRUPT in"
"2049","00f90000","31","0x00000001","0xffffffff","39.889270","1.3.1","host","USB","URB_INTERRUPT in"
"2050","00f70000","31","0x00000001","0xffffffff","39.889270","1.3.1","host","USB","URB_INTERRUPT in"
"2051","00faff00","31","0x00000001","0xffffffff","39.904870","1.3.1","host","USB","URB_INTERRUPT in"
"2052","00f40000","31","0x00000001","0xffffffff","39.904870","1.3.1","host","USB","URB_INTERRUPT in"
"2053","00f40300","31","0x00000001","0xffffffff","39.920470","1.3.1","host","USB","URB_INTERRUPT in"
"2054","00f00300","31","0x00000001","0xffffffff","39.920470","1.3.1","host","USB","URB_INTERRUPT in"
"2055","00000200","31","0x00000001","0xffffffff","40.482071","1.3.1","host","USB","URB_INTERRUPT in"
"2056","00020400","31","0x00000001","0xffffffff","40.482071","1.3.1","host","USB","URB_INTERRUPT in"
"2057","00000100","31","0x00000001","0xffffffff","40.497671","1.3.1","host","USB","URB_INTERRUPT in"
"2058","00010300","31","0x00000001","0xffffffff","40.497671","1.3.1","host","USB","URB_INTERRUPT in"
"2059","00010200","31","0x00000001","0xffffffff","40.513271","1.3.1","host","USB","URB_INTERRUPT in"
"2060","00030400","31","0x00000001","0xffffffff","40.513271","1.3.1","host","USB","URB_INTERRUPT in"
"2061","00060500","31","0x00000001","0xffffffff","40.528871","1.3.1","host","USB","URB_INTERRUPT in"
"2062","00080500","31","0x00000001","0xffffffff","40.528871","1.3.1","host","USB","URB_INTERRUPT in"
"2063","000a0500","31","0x00000001","0xffffffff","40.544471","1.3.1","host","USB","URB_INTERRUPT in"
"2064","000c0700","31","0x00000001","0xffffffff","40.544471","1.3.1","host","USB","URB_INTERRUPT in"
"2065","000d0700","31","0x00000001","0xffffffff","40.560071","1.3.1","host","USB","URB_INTERRUPT in"
"2066","000e0600","31","0x00000001","0xffffffff","40.560071","1.3.1","host","USB","URB_INTERRUPT in"
"2067","00100500","31","0x00000001","0xffffffff","40.575671","1.3.1","host","USB","URB_INTERRUPT in"
"2068","000e0500","31","0x00000001","0xffffffff","40.575671","1.3.1","host","USB","URB_INTERRUPT in"
"2069","000d0200","31","0x00000001","0xffffffff","40.591271","1.3.1","host","USB","URB_INTERRUPT in"
"2070","00100200","31","0x00000001","0xffffffff","40.591271","1.3.1","host","USB","URB_INTERRUPT in"
"2071","000d0200","31","0x00000001","0xffffffff","40.606871","1.3.1","host","USB","URB_INTERRUPT in"
"2072","000b0100","31","0x00000001","0xffffffff","40.606871","1.3.1","host","USB","URB_INTERRUPT in"
"2073","00090200","31","0x00000001","0xffffffff","40.622471","1.3.1","host","USB","URB_INTERRUPT in"
"2074","00050200","31","0x00000001","0xffffffff","40.622471","1.3.1","host","USB","URB_INTERRUPT in"
"2075","00010100","31","0x00000001","0xffffffff","40.638071","1.3.1","host","USB","URB_INTERRUPT in"
"2076","00000200","31","0x00000001","0xffffffff","40.653671","1.3.1","host","USB","URB_INTERRUPT in"
"2077","00fe0200","31","0x00000001","0xffffffff","40.653671","1.3.1","host","USB","URB_INTERRUPT in"
"2078","00ff0100","31","0x00000001","0xffffffff","40.669271","1.3.1","host","USB","URB_INTERRUPT in"
"2079","00ff0200","31","0x00000001","0xffffffff","40.669271","1.3.1","host","USB","URB_INTERRUPT in"
"2080","00ff0200","31","0x00000001","0xffffffff","40.684871","1.3.1","host","USB","URB_INTERRUPT in"
